,houses damaged,District,Fully Kuccha,Fully Pukka,Fully Total,Partially Kuccha,Partially Pukka,Partially Total,Others Huts,Others Cattle Shed,Others Total,Date
0,,Baksa,0,0,0,158,0,158,0,0,0,24-06-2022
1,,Dhemaji,0,0,0,9,0,9,0,0,0,24-06-2022
2,,Sonitpur,73,0,73,10,3,13,4,1,5,24-06-2022
3,,Udalguri,0,0,0,59,0,59,0,0,0,24-06-2022
4,,Total,73,0,73,236,3,239,4,1,5,24-06-2022
