,houses damaged,District,Fully Kuccha,Fully Pukka,Fully Total,Partially Kuccha,Partially Pukka,Partially Total,Others Huts,Others Cattle Shed,Others Total,Date
0,,Bajali,144,49,193,384,44,428,63,81,144,30-06-2022
1,,Biswanath,14,1,15,0,0,0,0,0,0,30-06-2022
2,,Bongaigaon,282,40,322,17,0,17,0,0,0,30-06-2022
3,,Kamrup,2,0,2,0,0,0,0,0,0,30-06-2022
4,,Lakhimpur,0,0,0,2,0,2,0,0,0,30-06-2022
5,,Sonitpur,0,0,0,0,0,0,6,0,6,30-06-2022
6,,South Salmara,0,0,0,23,0,23,27,5,32,30-06-2022
7,,Udalguri,25,0,25,132,0,132,0,0,0,30-06-2022
8,,Total,467,90,557,558,44,602,96,86,182,30-06-2022
