,houses damaged,District,Fully Kuccha,Fully Pukka,Fully Total,Partially Kuccha,Partially Pukka,Partially Total,Others Huts,Others Cattle Shed,Others Total,Date
0,,Dima-Hasao,125,74,199,236,85,321,74,231,305,29-05-2022
1,,Hojai,5,0,5,165,7,172,32,0,32,29-05-2022
2,,Total,130,74,204,401,92,493,106,231,337,29-05-2022
