,houses damaged,District,Fully Kuccha,Fully Pukka,Fully Total,Partially Kuccha,Partially Pukka,Partially Total,Others Huts,Others Cattle Shed,Others Total,Date
0,,Darrang,2,0,2,64,0,64,1,36,37,14-07-2022
1,,Morigaon,2,0,2,2933,26,2959,0,0,0,14-07-2022
2,,Nalbari,0,0,0,0,0,0,1,0,1,14-07-2022
3,,Total,4,0,4,2997,26,3023,2,36,38,14-07-2022
