,houses damaged,District,Fully Kuccha,Fully Pukka,Fully Total,Partially Kuccha,Partially Pukka,Partially Total,Others Huts,Others Cattle Shed,Others Total,Date
0,,Hailakandi,30,0,30,638,12,650,12,2,14,16-07-2022
1,,Karimganj,0,0,0,1811,450,2261,0,0,0,16-07-2022
2,,Total,30,0,30,2449,462,2911,12,2,14,16-07-2022
