Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur||Senior Executive Engineer-III,SSD-561/2025,2025_HPSEB_112923_2,Yes,Open Tender,Tender cum Auction,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Firm Registration, GST PAN ITRs and other related documents.",18-Oct-2025 04:45 PM,29-Oct-2025 03:00 PM,18-Oct-2025 04:50 PM,28-Oct-2025 01:00 PM,,,22-Oct-2025 12:00 PM,28-Oct-2025 01:00 PM,31-Oct-2025 01:25 PM,"39,53,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,"11,800",Nil,Nil,Yes,SE Design ES HPSEBL Hamirpur,O/o SE Design ES HPSEBL Hamirpur,SSD-561/2025,"Procurement of 06 No. 132/33 kV, 50/63 MVA 3-Phase Power Transformers for various sub-stations",Please refer Tender documents.,,"39,53,37,600",Electrical Work/ Equipment,,Tender,240.0,270.0,Shimla,171011.0,O/o SE Design ES HPSEBL Hamirpur,O/o SE Design ES HPSEBL Hamirpur,21-Oct-2025 11:00 AM,O/o SE Design ES HPSEBL Hamirpur,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Qualifications related documents,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Commercial Qualification related documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Signed Copy of Complete Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Signed Copy of detailed BOQ cum estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Power of Attorney, Non Blacklisting Undertaking etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,"Schedule TC,GTPs and Capitalization Cost",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking regarding E-Reverse auction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Tender Form and Tender performa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Other Tender Related Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Percentage BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
