Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,14251-91 dated 16-12-2025,2025_PWD_123733_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,18-Dec-2025 11:00 AM,24-Dec-2025 10:00 AM,18-Dec-2025 11:00 AM,23-Dec-2025 05:00 PM,,,18-Dec-2025 11:00 AM,23-Dec-2025 05:00 PM,31-Dec-2025 10:00 AM,"86,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,"4,000",Nil,Nil,No,Executive Engineer,Executive Engineer,Restoration of Road Km 0 00 to 9 750,Restoration of Road Km 0 00 to 9 750,Please refer Tender documents.,,"42,89,919",Civil Works - Roads,,Tender,60.0,,Bhoraj,176045.0,,,,Bhoraj,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,"GST No and latest return PAN ,EPF alogwith latest return, Copy of Labour license",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Similar Work done certificate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work in hand certificate signed by Executive Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Detail of Machinery with proof RC, Affidavit/ lease agreement for hired Machinery , PWD Form No. 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit the contractor should not more than two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Contractor should not more than two works  costing  5 Lakh under  Bhoranj Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"affidavit bid are correct  (Name of works)  gazetted and non-gazetted , seen the site, litigation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,(Affidavit Class C) The Contractor should not have more than 2 awarded works amounting to Rs 2.00 Cr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,each or should not have sum of all the awarded works more than 8.00 Crore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The bidders required to have paver Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Hot Mix Plant in the radius of 25 km execution Having NOC from HPSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
