Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(OP) South||SE(OP) Nahan,OCN/DB-27/NIT-No-07/2025-26,2025_HPSEB_111049_1,Yes,Open Tender,Tender cum Auction,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee and EMD,28-Jul-2025 09:00 AM,05-Aug-2025 11:30 AM,29-Jul-2025 10:00 AM,04-Aug-2025 03:00 PM,29-Jul-2025 10:00 AM,03-Aug-2025 05:00 PM,29-Jul-2025 11:00 AM,04-Aug-2025 03:00 PM,07-Aug-2025 03:00 PM,"32,130",No,fixed,,Nil,Nil,1.0,ICICI BANK,"1,180",Nil,Nil,No,"Superintending Engineer,","SE, (OP) Circle, HPSEBL Nahan",OCN/DB-27/NIT-No-07/2025-26,E-Tender for Partial Turn key basis for prov. erection and commissioning of 11 KV HT Line and re-cond. of existing HT Line a/w 11/.4 KV 630 KVA DTR and CT/PT Unit with metering equipment for SOP to Giri Khad to Bana Jubbar (Kaunti) UESD Rajgarh,A Class License with similar nature of work experience as per SBD,,"32,12,899",Electrical Works,HT and Sub-Station,Tender,90.0,90.0,Rajgarh,173024.0,,,,"(OP) Circle, HPSEBL, Nahan",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,A Class License registered in CEI of HP Govt.,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST/PAN/AADHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,EPF/ESI if appliacble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work Done experience similar nature of work as per SBD Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,JV if applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,ITR/Balance sheet/Turnover certificate/Bid capacity as per SBD Format and verified with CA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,Checklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit required as per NIT/SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"E-Reverse undertaking as prescribed format, duly stamped by the bidder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
