Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Description.1,Mandatory,1.0,Marks will be provided on the basis of financial strength of the organization.,Yes,1.01,Marks will be provided on the basis of financial strength of the organization..1,Yes.1,2.0,"Number of Operational outlets related to selling/ manufacturing souvenirs, miniatures, sculptures and Indian antiquities, Traditional skill based cultural products in Museums/ Monuments/ National or International airports or any other place.",Yes.2,2.01,"Number of Operational outlets related to selling/ manufacturing souvenirs, miniatures, sculptures and Indian antiquities, Traditional skill based cultural products in Museums/ Monuments/ National or International airports or any other place..1",Yes.3,3.0,Organization/ Individual having minimum 3 years of existence/ experience,Yes.4,3.01,Organization/ Individual having minimum 3 years of existence/ experience.1,Yes.5,4.0,Presentation,Yes.6,4.01,Financial viability and Sustainability,Yes.7,4.02,Marketing and Promotional Strategy,Yes.8,4.03,Operational Strategy,Yes.9,4.04,"Product range, quality (variety, uniqueness, authenticity), simulated visuals, and indicative item rate",Yes.10,4.05,Understanding of requirements and scope of work in line with the needs of the authority including design and refurbishing of Souviner shop,Yes.11,5.0,"Marks will be provided to the organization on the basis of number of relevant/ similar outlets currently operational across different states, preferably with a Govt. organization",Yes.12,5.01,"Marks will be provided to the organization on the basis of number of relevant/ similar outlets currently operational across different states, preferably with a Govt. organization.1",Yes.13,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Himachal Pradesh Forest Department||WL Shimla - HPFD||WL Shimla Division - HPFD,2.0,2025_FD_123107_1,Yes,Open Tender,QCBS,Services,2.0,Yes,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,10-Dec-2025 04:30 PM,26-Dec-2025 11:00 AM,10-Dec-2025 04:30 PM,25-Dec-2025 05:00 PM,10-Dec-2025 05:00 PM,17-Dec-2025 05:00 PM,10-Dec-2025 05:00 PM,25-Dec-2025 05:00 PM,02-Jan-2026 12:00 PM,"25,000",No,fixed,,DCF Wildlife Division Shimla,Shimla,1,DD - Demand Draft,0.0,Nil,Nil,No,DCF WL Shimla,Office of Divisional Forest Officer (WL) Mist Chamber Khalini Shimla-2,Particulars,Expected Value,Points(Weightage),Annual Turnover,,,Marks will be provided on the basis of financial strength of the organization.,Yes,15.0,Experience,,,"Number of Operational outlets related to selling/ manufacturing souvenirs, miniatures, sculptures and Indian antiquities, Traditional skill based cultural products in Museums/ Monuments/ National or International airports or any other place.",Yes,15.0,Organizational Existence,,,Organization/ Individual having minimum 3 years of existence/ experience,Yes,15.0,Presentation,,,Financial viability and Sustainability,Yes,10.0,Marketing and Promotional Strategy,Yes,5.0,Operational Strategy,Yes,10.0,"Product range, quality (variety, uniqueness, authenticity), simulated visuals, and indicative item rate.",Yes,10.0,Understanding of requirements and scope of work in line with the needs of the authority including design and refurbishing of Souviner shop,Yes,5.0,Similar Operations across states,,,"Marks will be provided to the organization on the basis of number of relevant/ similar outlets currently operational across different states, preferably with a Govt. organization",Yes,15.0,RFP to run Souvenir Store at HNP Kufri,Selection of Interested firms to run/ manage a Stste-of-Art Souvenir Store at Himalayan nature Park Kufri Shimla,Please refer Tender documents.,,,Miscellaneous Services,,Tender,60.0,180.0,Kufri,171002.0,,,,Khalini Shimla,No,No,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
