Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,AMP-Kotlu-Brahmana,2024_PWD_92123_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Form of bid for part 1 of the bid as per format given in Section 6,22-Aug-2024 04:30 PM,02-Sep-2024 12:30 PM,22-Aug-2024 05:00 PM,02-Sep-2024 11:00 AM,,,22-Aug-2024 05:00 PM,02-Sep-2024 11:00 AM,05-Sep-2024 03:30 PM,"90,470",No,fixed,,Nil,Nil,1.0,Certificate Details,Affidavit regarding correctness of bid,Required in tender document in bidder file 1,,1.0,ICICI BANK,"2,000",Nil,Nil,No,EE HPPWD Division Ghumarwin,EE HPPWD Division Ghumarwin,Periodic Renewal and Periodic Maintenance on link road to village Kotlu Brahamana km 0-00 to 3-00  Doon to Kotlu Brahmana SH  Providing and laying 25mm thick bituminous concrete including repair of road and five year routine maintenance in Km 0-00 to,Periodic Renewal and Periodic Maintenance on link road to village Kotlu Brahamana km 0-00 to 3-00  Doon to Kotlu Brahmana SH  Providing and laying 25mm thick bituminous concrete including repair of road and five year routine maintenance in Km. 0 -00,Please refer Tender documents.,,"44,79,000",Civil Works - Roads,,Tender,90.0,365.0,Ghumarwin,174021.0,,,,Ghumarwin,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Authorized address and contact details of the Bidder as per section 2 (12.1 Part 1(iv)),,,,,,,,,,,,,,,,2.0,Work Details,Work Completed Certificate Copies,Work Completed Certificate Copies,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Cost of bidding documents and EMD as per section 2(12.1 Part 1(ii)  (iii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Qualification information(Q.I) as per section 3 1(1.1) (1.2) (1.3.1) (1.3.2)(1.3.3)(1.4) to (1.10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of PAN card as per section 2 (12.2b(iii) (iv) (v) (vi) (vii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid validity as per section 2(12.1Part 1(v)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,As per section 2 (12.2c(i) (ii) (iii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,An affidavit as per (ITB) Section 2-4.4B (a)(ii) and 4.4B (a)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Declaration regarding excise/custom duty exemption as per note below section 2-13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Any other documents as specified in the Bid Data Sheet as per section2-12.1 Part 1(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form of bid for Part II of the bid as per format given in Section 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
