Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur||Senior Executive Engineer-IV,SSD-578/2025,2025_HPSEB_120064_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Signed Copy of Detailed Estimate,11-Nov-2025 05:00 PM,29-Nov-2025 03:00 PM,12-Nov-2025 11:00 AM,28-Nov-2025 01:00 PM,,,12-Nov-2025 11:30 AM,28-Nov-2025 01:00 PM,11-Dec-2025 03:30 PM,"14,569",No,fixed,,Nil,Nil,1.0,Extension in due dates,Date,,1.0,ICICI BANK,590.0,Nil,Nil,No,"SE(Design), ES, HPSEBL, Hamirpur","O/o SE(Design), ES, HPSEBL, Hamirpur at Mattansidh (H.P.)- 177001","Temporary Restoration of 66kV transmision line from Nogli to Samoli (T-94 to T-97), under ES Division, HPSEBL, Kotla (Jeori) (H.P.)","Temporary Restoration of 66kV transmision line from Nogli to Samoli (T-94 to T-97), under ES Division, HPSEBL, Kotla (Jeori) (H.P.)",As per tender specifications,,"14,56,914",Electrical Works,,Tender,180.0,,Distt. Shimla H.P.,171224.0,"O/o SE(Design), ES, HPSEBL, Hamirpur at Mattansidh","O/o SE(Design), ES, HPSEBL, Hamirpur at Mattansidh (H.P.)- 177001",17-Nov-2025 11:30 AM,"Mattansidh, Hamirpur",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Qualifying Requirments related documents,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Commercial Qualifying Requirments related documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Tender Fee, EMD, Power of Attorney Related documents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Signed and stamped copy of complete Bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Duly filled Tender forms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,"PAN GST, ITR, company profile, Elect. Contractor License, Bid Capacity etc. related document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Commercial and Technical Deviation Certificates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Undertaking regarding Non-Blacklisting and any other tender related documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Percentage BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
