Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur||Senior Executive Engineer-III,SSD-569/2025,2025_HPSEB_112616_1,Yes,Open Tender,Tender cum Auction,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Firm Registration, GST PAN ITRs and other related documents",21-Aug-2025 01:15 PM,06-Sep-2025 03:00 PM,21-Aug-2025 01:20 PM,05-Sep-2025 01:00 PM,,,23-Aug-2025 12:00 PM,05-Sep-2025 01:00 PM,08-Oct-2025 04:10 PM,"4,10,000",No,fixed,,Nil,Nil,1.0,CorrigedumII,Date,,1.0,ICICI BANK,"11,800",Nil,Nil,No,"SE Design, ES, HPSEBL, Hamirpur","O/o SE Design, ES, HPSEBL, Hamirpur",SSD-569/2025,"Procurement of 8 No. 33/11kV, 6.3MVA Power Transformers and 1 No. 33/0.433 kV, 250KVA Station Transformer for various Substations of HPSEBL",Please refer Tender documents.,,"4,09,06,982",Electrical Work/ Equipment,,Tender,240.0,180.0,HImachal Pradesh,177001.0,"O/o SE Design, ES, HPSEBL, Hamirpur","O/o SE Design, ES, HPSEBL, Hamirpur",22-Aug-2025 11:00 AM,"O/o SE Design, ES, HPSEBL, Hamirpur",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Qualifications related documents,,,,,,,,,,,,,,,,2.0,CorrigendumI,Other,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Commercial Qualification related documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Signed Copy of Complete Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Signed Copy of detailed BOQ cum estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Power of Attorney, Non Blacklisting Undertaking etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,"Schedule TC,GTPs and Capitalization Cost",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking regarding E-Reverse auction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Tender Form and Tender performa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Other Tender Related Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Percentage BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
