Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur||Senior Executive Engineer-IV,SSD-567/2025,2025_HPSEB_110871_1,Yes,Open Tender,Tender cum Auction,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Firm Registration, GST PAN ITRs and other related documents",26-Jul-2025 10:00 AM,23-Aug-2025 03:00 PM,26-Jul-2025 12:30 PM,22-Aug-2025 01:00 PM,,,01-Aug-2025 11:00 AM,22-Aug-2025 01:00 PM,06-Sep-2025 04:00 PM,"35,900",No,fixed,,Nil,Nil,1.0,1st Extension in Due dates,Date,,1.0,ICICI BANK,"5,900",Nil,Nil,No,"SE DESIGN ES,HPSEBL, HAMIRPUR","O/O SE DESIGN ES,HPSEBL, HAMIRPUR",SSD-567/2025,PROVIDING AND RETROFITTING OF NUMERICAL UNDER FREQUENCY RELAYS (UFR) IN THE EXISTING C and R PANELS IN VARIOUS EHV SUB-STATIONS OF HPSEBL IN HIMACHAL PRADESH.,Please refer Tender documents.,,"35,90,000",Electrical Works,,Tender,240.0,180.0,HIMACHAL PRADESH,177001.0,"O/O SE DESIGN ES,HPSEBL, HAMIRPUR","O/O SE DESIGN ES,HPSEBL, HAMIRPUR",30-Jul-2025 11:00 AM,"O/O SE DESIGN ES,HPSEBL, HAMIRPUR",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Qualifications related documents,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Commercial Qualification related documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Signed Copy of Complete Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Signed Copy of detailed estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Power of Attorney, Non Blacklisting Undertaking etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Schedule CC and GTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking regarding E-Reverse auction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Tender and Contract Forms and Other Tender Related Forms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Signed copy of detailed BOQ cum Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Percentage BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
