Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HP State Civil Supplies Corporation Limited,Pro-4-2/2021(I)DFS-10944 dt 7-9-21,2021_HO_52082_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Kindly upload all technical bid documents in single pdf,08-Sep-2021 05:00 PM,29-Sep-2021 11:00 AM,08-Sep-2021 05:00 PM,28-Sep-2021 05:00 PM,,,08-Sep-2021 05:00 PM,28-Sep-2021 05:00 PM,01-Oct-2021 01:55 PM,"10,00,000",No,fixed,,MD HPSCSC,Shimla,1.0,Corrigendum,Technical Bid,,1.0,DD - Demand Draft,"20,000",MD HPSCSC,Shimla,No,MD HPSCSC,Block No 16-17 SDA Complex Kasumpti Shimla HP,E tender for Procurement of Double Fortified Salt,E tender for Procurement of Double Fortified Salt for six months supply,Please refer Tender documents.,,,Food Products,Salt,Tender,180.0,25.0,As per tender document,171009.0,,,,Head Office HPSCSC Ltd,No,No,AOC
,,,,,,,,,,,,,,2,Finance,.xls,Kindly upload financial bid / BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
