Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,PW/EE/HD/T/2024-25-3518-3617 dt.14.02.2025,2025_PWD_99994_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,1.	Cost of tender document as per schedule F (6.3) earnest money as per schedule F (6.5) online mode,14-Feb-2025 05:00 PM,22-Feb-2025 11:30 AM,14-Feb-2025 05:30 PM,21-Feb-2025 05:00 PM,,,14-Feb-2025 05:30 PM,21-Feb-2025 05:00 PM,24-Feb-2025 03:30 PM,"75,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,"1,500",Nil,Nil,No,Executive Engineer,Horticulture Division HP PWD US Club Shimla 171001,"Non structural mitigation measures for sliding Zone near Village Thundi, P.O. Bhojnagar, Tehsil and District Solan H.P.","Non structural mitigation measures for sliding Zone near Village Thundi, P.O. Bhojnagar, Tehsil and District Solan H.P.",Please refer Tender documents.,,"35,92,836",Civil Works,,Tender,75.0,,Solan,173229.0,,,,SHIMLA,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,2.	Contractor registration as per general Rule 23 and as per invitation of bid,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"3.	GST registration as per General Rule No.21. Copy of GST Number, Copy of TIN No. and Coy of PAN Ca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"4.	Proof of  registration under  Employees provident Funds and Miscellaneous  Provision Act, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,5.	HP PWD Form No. 8 with full address and Mobile No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,6.	Affidavit of  Gazetted and Non gazette HP PWD employees related to  him  (General Rule No. 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,7.	Affidavit of no relative working in PWD Information furnished in the bid is correct in all respec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,8.	Must have experience of Horticultural works and the experience certificate in this respect must b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,9.	Proof of Machinery Tools plant and ownership as per Sr. No. 6.19 of schedule F Clause 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
