Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HP Power Transmission Corporation limited||Projects||DGM (Kullu)||PIU Sarabai,HPPTCL/TENDER/SMS/2025-26/18,2025_HPPTC_123857_1,Yes,Open Tender,Item Rate,Services,1.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents Required for Eligibilty as per tender documents,19-Dec-2025 09:00 AM,31-Dec-2025 02:30 PM,19-Dec-2025 09:15 AM,27-Dec-2025 05:00 PM,,,19-Dec-2025 09:30 AM,27-Dec-2025 05:00 PM,"17,700",No,fixed,,Senior Manager (Projects),PNB Bajaura,1,Corrigendum 2,Date,,1.0,DD - Demand Draft,"1,180",Senior Manager (Projects),PNB Bajaura,No,Senior Manager (Projects),"HPPTCL, PIU Sarabai,
Bhuntar, Kullu, H.P.",HPPTCL/TENDERS/SMS/2025-26/18,"Tender for Hiring of 01 No. Mahindra Bolero Camper Diesel 4 by 4, 3 plus 1 seater including driver to be used for O.M of various Transmission lines under Maintenance Hub Sarabai with headquarter at O.o the Sr. Manager Projects HPPTCL PIU Sarabai",Please refer Tender documents.,,,Shipping/ Transportation/ Vehicle,,Tender,90.0,,Maintenance Hub Sarabai,175125.0,,,,PIU Sarabai,No,No,AOC
,,,,,,,,,,,,,,,,.xls,Price Schedule,,,,,,,,,,,,,,,2,Corrigendum 1,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
