object_id,timeperiod,internalwatersupply,electricwires,Electricpoles,Roadlength,streetlights
02-024-02127,2022_08,0.0,0,0,0.3,50
02-024-02130,2020_07,0.0,0,0,8.245,0
02-024-02130,2021_07,0.0,0,0,1.6,0
02-026-00011,2023_07,0.0,0,0,0.0,0
02-028-02860,2022_08,0.0,0,0,0.12,0
02-029-00065,2020_07,0.0,0,0,0.18,0
02-030-02105,2021_08,0.6,1000,20,1.3,20
02-030-02107,2021_08,0.0,12,0,1.7,6
02-033-00038,2020_08,0.0,0,0,0.0,0
02-033-00039,2022_07,0.0,0,0,0.016,0
02-033-00043,2020_06,0.0,0,0,0.0,0
02-033-00043,2020_09,0.0,0,0,0.6,0
02-033-00043,2021_06,0.0,0,0,0.8,0
02-033-00043,2021_07,0.0,0,0,2.3,0
02-033-00045,2023_06,0.0,0,0,1.995,0
02-033-00045,2023_07,0.0,0,0,5.305,0
02-033-00045,2023_08,0.0,0,0,12.32,0
02-033-00045,2023_09,0.0,0,0,1.0,0
02-033-00047,2023_05,0.0,0,0,0.008,0
02-033-00047,2023_08,0.0,0,0,0.013000000000000001,0
