Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Mandi,F(5)-55/2023-3345dt16.01.2026,2026_HPCDP_126005_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form (Pay in Slip) as indicated in NIT Sr. No. 3(a) i,16-Jan-2026 06:00 PM,27-Jan-2026 11:00 AM,16-Jan-2026 06:00 PM,24-Jan-2026 05:00 PM,,,16-Jan-2026 06:00 PM,24-Jan-2026 05:00 PM,07-Apr-2026 12:50 PM,"74,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,"1,500",Nil,Nil,No,"O/o District Project Manager, HPCDP (Phase-II), JI","O/o District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi	
Distt. Mandi (H.P.). Agriculture Complex Khaliyar Mandi Distt. Mandi (H.P.)","Distribution Work at Shallow Tube Well Irrigation Scheme Dhaban, G.P. Dhaban, Tehsil Balh, Distt. Mandi (H.P.).","Distribution Work at Shallow Tube Well Irrigation Scheme Dhaban, G.P. Dhaban, Tehsil Balh, Distt. Mandi (H.P.).",Please refer Tender documents.,,"44,30,690",Civil Works - Water Works,,Tender,90.0,365.0,"G.P. Dhaban, Tehsil Balh, Distt. Mandi (H.P.).",175027.0,"O/o District Project Manager, HPCDP (Phase-II), JI","O/o District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi	
Distt. Mandi (H.P.). Agriculture Complex Khaliyar Mandi Distt. Mandi (H.P.)",21-Jan-2026 11:00 AM,"O/o District Project Manager, HPCDP (Phase-II), JI",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest money (Pay in Slip) as indicated in NIT Sr. No. 3(a) i,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should have experience of minimum 3 years in the last 10 years as indicated in NIT Sr. No. 3 (a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed similar works as indicated in NIT Sr. No. 3(a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should have satisfactory one work indicating experience in key activities in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Financial Statements as indicated in NIT Sr. No. 3(a) vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidders Qualification Forms as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Valid PAN Card as indicated in NIT Sr. No. 3(a) xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should be registered under Goods and service tax as indicated in NIT Sr. No. 3(a) xii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Site Inspection Certificate Sr. No. 3(a) xiii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit for not panelized and terminated under HPCDP JICA Phase-I as indicated in NITSr.No.3(a)xiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The contractor/firm produce performance characteristics curve chart in pdf format of pumping machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
