Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Hamirpur,No. Agr. HMR. DPMU (G) (7) P-II 2025-26 Vol-I Tender File-2797 Dt 20.01.2026,2026_HPCDP_126288_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT 3.1.a (i) and proof may be uploaded in technical bid,20-Jan-2026 06:00 PM,28-Jan-2026 11:00 AM,20-Jan-2026 06:00 PM,28-Jan-2026 10:30 AM,,,20-Jan-2026 06:00 PM,28-Jan-2026 10:30 AM,20-Mar-2026 12:30 PM,"81,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,"1,500",Nil,Nil,No,"O/o District Project Manager,HPCDP (P-II) Hamirpur","O/o District Project Manager,HPCDP (P-II)-JICA-ODA,Hamirpur","Providing Lift Irrigation Components at LIS Bhagatpur-I  under HPCDP (Phase-II) Project-JICA-ODA Phase-II at Village Bhagatpur, G.P Naghiar, Tehsil Jhandutta, Distt. Bilaspur (H.P.)","Providing Lift Irrigation Components at LIS Bhagatpur-I  under HPCDP (Phase-II) Project-JICA-ODA Phase-II at Village Bhagatpur, G.P Naghiar, Tehsil Jhandutta, Distt. Bilaspur (H.P.)",Refer to Bid Document,,,Civil Works - Lift Irrigation Schemes,"Rising Main,P.M,HDPE,RC Chamber,SV Chamber,Hydrant",Tender,90.0,270.0,"Bhagatpur,Bilaspur",174030.0,"Administrative Builiding,HPCDP (P-II)-JICA-ODA","Administrative Builiding,HPCDP (P-II)-JICA-ODA",24-Jan-2026 11:00 AM,"O/o District Project Manager,HPCDP (P-II) Hamirpur",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in NIT 3. 1.a (ii) and proof may be uploaded in technical bid,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3.1.(a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should have Experience for at least 3 years during last 10 years as indicated in NIT Sr. No. 3.1.aiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed 3 irrigation/water supply works indicated in NIT Sr.No.3.1a.v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed at least 1 work as indicated in NIT Sr. No. 3.1(a) vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Should have Financial Statement for at least 3 years during last 10 years indicated in NIT 3.1.a vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Avg annual turnover for at least 3 years during last 10 years as indicated in NIT Sr. No.3.1.a.viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3.1.(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Proposal as per as indicated in NIT Sr. No. 3.1.(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
