TEHSIL,object_id,Mean_Daily_Runoff,Sum_Runoff,Peak_Runoff
AMB,02-029-00065,0.017693052109181144,7.1303,0.6125
ANI,02-026-00011,0.17122392473118278,63.695299999999996,4.302
ARKI,02-031-00057,0.14588133640552994,63.31249999999999,4.5201
AUT,02-027-00018,0.09607258064516129,17.869500000000002,3.7991
BADDI,02-031-00058,0.04515741935483871,13.998800000000001,3.466
BAIJNATH,02-024-02110,0.150516935483871,55.9923,2.5338
BALDWARA,02-027-00019,0.0759048387096774,4.706099999999999,0.8423
BALH,02-027-00020,0.08740250896057349,24.3853,3.2196
BALI CHOWKI,02-027-03430,0.22040921658986176,143.4864,4.6893
BAMSAN,02-028-01431,0.09360564516129033,11.6071,1.0964
BANGANA,02-029-00066,0.015079506641366223,7.9469,0.3878
BANJAR,02-026-00012,0.047511774193548385,29.4573,2.0022
BAROH,02-024-02111,0.04585741935483871,7.107900000000001,1.0308
BARSAR,02-028-02854,0.010274193548387097,1.911,0.3501
BHARARI,02-030-02104,0.09909096774193549,15.359100000000002,0.981
BHATTIYAT,02-023-00001,0.042615770609319,11.889800000000001,0.895
BHORANJ,02-028-02855,0.11369032258064517,14.0976,0.9906
BHUNTAR,02-026-00013,0.03973146156909598,99.7657,3.2066
BILASPUR,02-030-02105,0.014456774193548388,2.2408,0.3624
BRAHMAUR,02-023-00002,0.09019753024193548,178.9519,2.502
CHACHYOT,02-027-00022,0.12280516129032258,38.0696,3.1445
CHAMBA,02-023-00003,0.10197877758913414,120.131,2.6019
CHAUPAL,02-033-00034,0.339125219941349,115.6417,3.9235
CHAURAH,02-023-00004,0.11564901823281908,164.9155,2.3006
CHIRGAON,02-033-00035,0.031356258064516127,24.3011,0.7924
DADA SIBA,02-024-02112,0.08561483870967741,13.270299999999999,2.5243
DADAHU,02-032-00048,0.21639935483870967,33.5419,3.3072
DALHOUSIE,02-023-00005,0.08621881720430108,16.0367,2.0147
DERA GOPIPUR,02-024-02113,0.08452396313364056,55.0251,3.3073
DHARAMPUR,02-027-00023,0.10441059907834101,22.6571,1.1578
DHARMSHALA,02-024-02114,0.052276881720430116,19.447,1.8765
DHATWAL,02-028-02856,0.007760483870967743,0.9623,0.2081
DHIRA,02-024-02115,0.2106701612903226,26.1231,2.4975
DODRA KWAR,02-033-00036,0.027907692307692307,11.2468,0.3373
FATEHPUR,02-024-02116,0.07295412186379928,20.3542,3.3859
GALORE,02-028-02857,0.005746774193548387,0.3563,0.0701
GHANARI,02-029-00067,0.039883870967741944,12.364,0.7404
GHUMARWIN,02-030-02106,0.05198306451612903,12.8918,0.8601
HAMIRPUR,02-028-02858,0.013258064516129032,2.877,0.1772
HANGRANG,02-034-01703,0.021528522920203734,12.680299999999999,0.2948
HARCHAKIAN,02-024-02117,0.07431612903225807,4.6076,1.1507
HAROLI,02-029-00068,0.020619648093841644,7.0313,0.4549
INDORA,02-024-02118,0.08332731182795698,38.7472,1.0845
JAISINGHPUR,02-024-02119,0.24565376344086023,45.6916,3.4331
JASWAN  KOTLA,02-024-02120,0.1076733870967742,13.3515,2.5873
JAWALAMUKHI,02-024-02121,0.016263978494623656,3.0251,0.9788
JAWALI,02-024-02122,0.16585430107526883,61.6978,3.7686
JHANDUTA,02-030-02107,0.022533978494623658,10.4783,0.8217
JOGINDAR NAGAR,02-027-00024,0.14265887096774194,53.0691,1.8512
JUBBAL,02-033-00037,0.08777849462365592,32.6536,2.3919
KALPA,02-034-00009,0.041238709677419355,19.176000000000002,0.7315
KAMRAU,02-032-00049,0.12229631336405529,26.5383,1.8412
KANDAGHAT,02-031-00059,0.18363999999999997,56.928399999999996,4.6631
KANGRA,02-024-02123,0.0637221198156682,13.8277,1.2137
KARSOG,02-027-00025,0.33595222734254987,218.7049,4.9471
KASAULI,02-031-00060,0.08188663594470046,17.7694,3.6074
KHUNDIAN,02-024-02124,0.02219462365591398,4.1282,0.9198
KOTKHAI,02-033-00038,0.3259680351906159,111.1551,5.1358
KOTLI,02-027-00026,0.11832016129032258,14.6717,2.9563
KRISHANGARH,02-031-00061,0.15170645161290322,23.514499999999998,4.5247
KULLU,02-026-00014,0.04801862170087976,32.7487,1.6567
KUMHARSAIN,02-033-00039,0.3143817204301075,87.7125,4.7422
KUPVI,02-033-00040,0.3158664516129033,48.9593,3.8809
LAD BHAROL,02-027-00027,0.23126666666666668,21.5078,2.2936
LAHAUL,02-025-00017,0.023477009925558314,189.22469999999998,1.5549
MANALI,02-026-00015,0.05702258064516129,51.2633,0.6971
MORANG,02-034-01704,0.028433498759305214,57.2935,0.7328
MULTHAN,02-024-02125,0.0549921052631579,64.7807,1.2758
NADAUN,02-028-02859,0.011804608294930876,2.5616,0.1832
NAGROTA BAGWAN,02-024-02126,0.10836209677419355,13.4369,2.564
NAHAN,02-032-00050,0.1161970223325062,46.8274,1.6813
NAINA DEVI,02-030-02109,0.018048387096774192,4.476,0.3481
NALAGARH,02-031-00062,0.022383126550868486,9.0204,0.6499
NAMHOL,02-030-02108,0.027875268817204302,5.1848,0.489
NANKHARI,02-033-00041,0.22151870967741938,34.3354,4.7312
NERMAND,02-026-00016,0.1744788306451613,86.5415,4.2138
NERUA,02-033-00042,0.09581989247311827,35.644999999999996,1.8501
NICHAR,02-034-00010,0.027485791090629798,35.786500000000004,0.9042
NIHRI,02-027-00028,0.09492222222222223,26.4833,2.205
NOHRA,02-032-00051,0.31623640552995397,68.6233,3.5628
NURPUR,02-024-02127,0.16567661290322577,102.7195,4.2531
PACHHAD,02-032-00052,0.211932688172043,98.5487,2.3813
PADHAR,02-027-00029,0.16537235023041474,71.7716,4.4732
PALAMPUR,02-024-02128,0.19353662239089184,101.9938,2.8141
PANGI,02-023-00006,0.15523637374860955,279.115,6.6077
PAONTA SAHIB,02-032-01637,0.07871639784946236,58.565,1.5663
POOH,02-034-01705,0.029168663594470044,44.3072,0.4925
RAJGARH,02-032-00053,0.23375622119815667,50.725100000000005,1.8642
RAKKAR,02-024-02129,0.010333333333333335,0.9610000000000001,0.1728
RAMPUR,02-033-00043,0.12414907135874878,127.0045,4.0921
RAMSHAHR,02-031-00063,0.02412073732718894,5.2342,0.6099
RENUKA,02-032-00055,0.3404087096774193,105.52669999999999,3.2833
ROHRU,02-033-00044,0.0940758064516129,29.1635,2.4289
RONHAT,02-032-03318,0.2700915322580645,66.9827,3.5536
SAINJ,02-026-00017,0.03669021134593994,32.9845,0.606
SALUNI,02-023-00007,0.2128641765704584,125.377,3.9927
SANDHOL,02-027-00030,,0.0,
SANGLA,02-034-01706,0.025054089861751155,43.493900000000004,0.8285
SARKAGHAT,02-027-00031,0.08324562211981566,18.0643,0.9863
SEONI,02-033-00046,0.36994193548387094,114.68199999999999,5.3644
SHAHPUR,02-024-02130,0.030082661290322582,7.460500000000001,0.8119
SHALAI,02-032-00056,0.19517451612903228,60.5041,3.1462
SHIMLA,02-033-00045,0.3158557347670251,176.2475,5.4749
SIHUNTA,02-023-00008,0.035681818181818176,12.1675,1.1121
SOLAN,02-031-00064,0.1481201612903226,36.7338,4.5798
SPITI,02-025-02401,0.015066978841484564,130.3143,0.5236
SUNDAR NAGAR,02-027-00032,0.05787822580645161,21.5307,2.2616
THEOG,02-033-00047,0.4210735887096774,208.8525,5.2543
THUNAG,02-027-00033,0.0984299120234604,33.5646,1.2885
THURAL,02-024-02131,0.21843548387096773,20.3145,3.3873
TIRA SUJANPUR,02-028-02860,0.03943629032258065,9.7802,1.5337
UNA,02-029-00069,0.024769124423963135,5.374899999999999,0.4792
