TEHSIL,object_id,Mean_Daily_Runoff,Sum_Runoff,Peak_Runoff
AMB,02-029-00065,0.0005238213399503722,0.21109999999999998,0.1629
ANI,02-026-00011,0.010003763440860214,3.7213999999999996,0.4725
ARKI,02-031-00057,0.00025806451612903227,0.112,0.0203
AUT,02-027-00018,0.0077774193548387095,1.4465999999999999,0.1907
BADDI,02-031-00058,1.3870967741935484e-05,0.0043,0.0039
BAIJNATH,02-024-02110,0.04040833333333333,15.0319,1.8916
BALDWARA,02-027-00019,7.741935483870968e-05,0.0048000000000000004,0.003
BALH,02-027-00020,0.00033548387096774197,0.0936,0.048
BALI CHOWKI,02-027-03430,0.0033167434715821813,2.1592,0.1638
BAMSAN,02-028-01431,0.0006701612903225806,0.0831,0.0279
BANGANA,02-029-00066,0.0016398481973434534,0.8642,0.1401
BANJAR,02-026-00012,0.005915806451612903,3.6677999999999997,0.4894
BAROH,02-024-02111,0.0038541935483870967,0.5973999999999999,0.1361
BARSAR,02-028-02854,0.0,0.0,0.0
BHARARI,02-030-02104,0.00014709677419354837,0.022799999999999997,0.0064
BHATTIYAT,02-023-00001,0.0007727598566308245,0.2156,0.0381
BHORANJ,02-028-02855,0.0007306451612903227,0.09060000000000001,0.0215
BHUNTAR,02-026-00013,0.030898765432098765,77.5868,8.2891
BILASPUR,02-030-02105,0.00045612903225806443,0.0707,0.0209
BRAHMAUR,02-023-00002,0.04508785282258065,89.4543,2.6043
CHACHYOT,02-027-00022,0.0017200000000000002,0.5332000000000001,0.1634
CHAMBA,02-023-00003,0.0076644312393887954,9.0287,0.751
CHAUPAL,02-033-00034,0.0003829912023460411,0.1306,0.0436
CHAURAH,02-023-00004,0.030542005610098174,43.5529,2.1711
CHIRGAON,02-033-00035,0.0010070967741935483,0.7805,0.1533
DADA SIBA,02-024-02112,0.00628,0.9733999999999999,0.437
DADAHU,02-032-00048,0.00047612903225806443,0.07379999999999999,0.0412
DALHOUSIE,02-023-00005,0.0023392473118279567,0.4351,0.1313
DERA GOPIPUR,02-024-02113,0.005450384024577572,3.5482,0.4404
DHARAMPUR,02-027-00023,0.0006423963133640553,0.1394,0.0283
DHARMSHALA,02-024-02114,0.007481989247311828,2.7833,0.6378
DHATWAL,02-028-02856,0.0,0.0,0.0
DHIRA,02-024-02115,0.00702983870967742,0.8717000000000001,0.2811
DODRA KWAR,02-033-00036,0.0052305210918114145,2.1079,0.3987
FATEHPUR,02-024-02116,0.0017630824372759858,0.4919,0.2232
GALORE,02-028-02857,4.3548387096774194e-05,0.0027,0.0014
GHANARI,02-029-00067,0.001473225806451613,0.4567,0.2495
GHUMARWIN,02-030-02106,8.588709677419356e-05,0.021300000000000003,0.0052
HAMIRPUR,02-028-02858,0.00014101382488479266,0.030600000000000002,0.0068
HANGRANG,02-034-01703,0.001625297113752122,0.9573,0.1851
HARCHAKIAN,02-024-02117,0.011033870967741938,0.6841000000000002,0.4852
HAROLI,02-029-00068,0.0028545454545454547,0.9734,0.1808
INDORA,02-024-02118,0.0019208602150537631,0.8931999999999999,0.109
JAISINGHPUR,02-024-02119,0.011623118279569892,2.1618999999999997,0.857
JASWAN  KOTLA,02-024-02120,0.008142741935483871,1.0097,0.5403
