Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2025_PWD_114891_16,MDII,C/O link road from Kushada to Samrahan Km 0/00 to 3/00 (SH- Metalling and Tarring in Km 0/00 to 2/00 under PDNA 2023),C/O link road from Kushada to Samrahan Km 0/00 to 3/00 (SH- Metalling and Tarring in Km 0/00 to 2/00 under PDNA 2023),Works,Open Tender,Percentage,Civil Works,No,No,,16-Sep-2025 06:00 PM,,75.0,No,No,Online,25-Sep-2025 11:00 AM,PWD,EE MANDI DIVISION NO-II HPPWD MANDI,175001.0,2.0,"65,92,551",,,,,PWD
2025_HPSEB_117433_1,HPSEBL/SEGB/DB-7/2025-26-17,Tender for the work Removal and disposal of silt accumulated in the reservoir including cuneate of Ganvi Power.House Stage-II which was deposited due to heavy flood in Ganvi Khad on dated 13.08.2025 under Ganvi Power House Division HPSEBL Jeori,Tender for the work Removal and disposal of silt accumulated in the reservoir including cuneate of Ganvi Power.House Stage-II which was deposited due to heavy flood in Ganvi Khad on dated 13.08.2025 under Ganvi Power House Division HPSEBL Jeori,Works,Open Tender,Percentage,Civil Works,No,No,,10-Oct-2025 01:20 PM,,60.0,No,No,Online,22-Oct-2025 11:00 AM,HPSEBL||CE(Gen) Sundernagar||SE(Gen) Bhaba Nagar,Ganvi,172101.0,2.0,"67,42,639",,,,,HPSEBL||CE(Gen) Sundernagar||SE(Gen) Bhaba Nagar
2025_PWD_107966_1,PW/KNR-E-Tender/25-1368-77 dated 30-05-2025,"Construction of 50 Bedded  Critical Care Centre at Regional Hospital at Reckong Peo in District Kinnaur (HP) (SH- C/O Civil work, water supply and sanitary installation, rain water harvesting tank, Septic  Tank, Soak pit and site development","Construction of 50 Bedded  Critical Care Centre at Regional Hospital at Reckong Peo in District Kinnaur (HP) (SH- C/O Civil work, water supply and sanitary installation, rain water harvesting tank, Septic  Tank, Soak pit and site development",Works,Open Tender,Percentage,Civil Works - Buildings,No,No,,19-Jun-2025 02:00 PM,,30.0,No,No,Online,26-Jun-2025 11:30 AM,PWD,Reckong Peo,172107.0,2.0,"16,19,71,644",,,,,PWD
2025_HPIPH_112347_1,2907-3007,LWSS Fakrida/ GWSS Nali Changer,AR  MO LWSS Fakrida GWSS Nali Changer in Tehsil Sadar Distt. Bilaspur SH Operation of pumping machinery and distribution system of water supply from Sector storage tank to different habitation for one year,Works,Open Tender,Item Rate,Civil Works - Others,No,No,,18-Aug-2025 05:00 PM,,90.0,No,No,Online,29-Aug-2025 03:30 PM,"HP Irrigation and Public Health||Bilaspur Circle,Irrigation and Public Health,HP||Jal Shakti Division Jagatkhana",Fakrida Nali Changer,174033.0,2.0,,,,,,"HP Irrigation and Public Health||Bilaspur Circle,Irrigation and Public Health,HP||Jal Shakti Division Jagatkhana"
2025_PWD_101771_1,19936-46 dated 07.03.2025,Annual Maintenance Plan for the Year 2025-26 on Shalaghat Arki Kunihar Barotiwala road in Km. 26/00 to 70/00,Annual Maintenance Plan for the Year 2025-26 on Shalaghat Arki Kunihar Barotiwala road in Km. 26/00 to 70/00.( SH Providing and laying renewal coat by provding 25mm thick Bituminous concrete and thermoplastic edge line in Km.3100 to 3200 32300 to 340,Works,Open Tender,Percentage,Civil Works,No,No,,14-Mar-2025 02:00 PM,,90.0,No,No,Online,20-Mar-2025 11:30 AM,PWD,Kasauli,173204.0,2.0,"53,65,939",,,,,PWD
2025_HPSEB_110267_1,KED-16/2025-26,KED-16/2025-26,Electrical work,Services,Open Tender,Percentage,Supply and Erection,No,No,,18-Jul-2025 12:05 PM,,90.0,No,No,Online,28-Jul-2025 03:00 PM,HPSEBL||CE (OP) North||SE (OP) Kangra||Sr. Xen Kangra,Electrical Sub Division No. I Kangra,176001.0,2.0,"4,22,482",,,,,HPSEBL||CE (OP) North||SE (OP) Kangra||Sr. Xen Kangra
2025_HPIPH_113003_1,EE-CTR-6451-6500 dated 26.08.2025 Job Non.4,"Improvement of LWSS Tullah in GP Tullah in Tehsil Lad Bharol District Mandi H.P SH Laying , Jointing and testing of GI pipe 100 mm dia , butt welded 1500 Rmt","Improvement of LWSS Tullah in GP Tullah in Tehsil Lad Bharol District Mandi H.P SH Laying , Jointing and testing of GI pipe 100 mm dia , butt welded 1500 Rmt",Works,Open Tender,Item Rate,Pipe Laying Works,No,No,,26-Aug-2025 05:30 PM,,60.0,No,No,Both(Online/Offline),05-Sep-2025 11:30 AM,"HP Irrigation and Public Health||Dharampur Circle Irrigation and Public Health HP||Chauntra ,Irrigation and Public Health,HP",Joginder Nagar,175015.0,2.0,"4,17,840",,,,,"HP Irrigation and Public Health||Dharampur Circle Irrigation and Public Health HP||Chauntra ,Irrigation and Public Health,HP"
2025_HPSEB_115188_1,XEN/MD-KH/DB-17/2025-26,Annual repairs and maintenance of office Building Block No II at Vidyut Bhawan Complex HPSEBL Shimla 4 for the year 2025 26,Annual repairs and maintenance of office Building Block No II at Vidyut Bhawan Complex HPSEBL Shimla 4 for the year 2025 26,Services,Open Tender,Tender cum Auction,Repair and Maintenance Services,No,No,,20-Sep-2025 05:00 PM,,180.0,No,No,Online,30-Sep-2025 12:00 PM,HPSEBL||CE(Project-cum-ARB) Shimla||SE (Works)||MTC. Div. Shimla,KUMAR HOUSE SHIMLA 04,171004.0,2.0,"17,12,215",,,,,HPSEBL||CE(Project-cum-ARB) Shimla||SE (Works)||MTC. Div. Shimla
2025_HPIPH_112633_1,9724-9773 dated 20-08-2025,AR MO to LWSS Dadour Seoli in Tehsil Balh Distt. Mandi,"Providing Manpower like 2 Nos. Pump Operator Cum Helper and 2 Nos. Beldar for operation, running and maintenance of the complete scheme for One Year",Works,Open Tender,Item Rate,Civil Works,No,No,,21-Aug-2025 05:00 PM,,120.0,No,No,Online,30-Aug-2025 11:30 AM,"HP Irrigation and Public Health||S  Nagar Circle,Irrigation and Public Health,HP||S.nagar,Irrigation and Public Health,HP",Baggi,175027.0,2.0,"9,35,130",,,,,"HP Irrigation and Public Health||S  Nagar Circle,Irrigation and Public Health,HP||S.nagar,Irrigation and Public Health,HP"
2022_PWD_61103_7,PW-RD-GA-T-2111-24dt17-3-22,C/O umladwar deorighat Reoghati road kkm 0/0 to 9/00,(Sh C/o 900 dia HPC At Rd 0/860  3/200),Works,Open Tender,Item Rate,Civil Works - Roads,No,No,,26-May-2022 04:30 PM,,45.0,No,No,Online,01-Jun-2022 11:00 AM,PWD,Rohru,171207.0,2.0,"9,91,434",,,,,PWD
