sdtcode11;road_length

00089;647.901

00093;31492.652

00094;17161.27

00096;13109.313

00098;18529.582

00100;33934.839

00101;12757.97

00102;2287.766

00103;38838.515999999996

00104;20605.4

00106;16688.366

00111;25127.124

00112;10269.042

00117;18308.469

00118;28037.055

00119;5778.601

00120;27335.127

00121;50928.1

00122;594.661

00123;23678.171

00124;31151.863

00129;23315.301

00130;19230.525

00132;27564.212

00133;59308.404

00134;27418.166999999998

00135;8578.097

00137;1779.997

00141;27811.248

00143;29303.784

00144;6652.118

00146;74.024

00147;4809.393

00148;30319.673

00152;16342.947

00153;16333.753

00155;21216.262000000002

00156;65780.832

00157;10834.868

00158;14314.745

00159;23253.393

00160;2081.027

00161;36693.829

00162;12088.123

00164;25022.474

00165;29595.83

00166;17729.678

00172;21759.79

00173;58279.084

00174;32193.865999999998

00175;28976.947

00176;9234.502

00177;54893.662

00179;56090.636

00181;53118.654

00182;22274.626

00184;37998.033

00187;17129.791

00188;12336.704

00195;65426.207

00196;23521.275

00197;24670.377

00198;42254.674

00199;1106.009

06883;15587.96

06887;9804.271

06888;8572.941

06947;30091.725000000002
