sdtcode11;road_count

00083;7

00084;6

00085;3

00086;17

00087;4

00088;11

00089;15

00090;12

00091;2

00092;2

00093;7

00094;7

00095;11

00096;8

00097;2

00098;3

00099;1

00100;7

00101;9

00102;11

00103;10

00104;1

00105;1

00106;6

00107;13

00108;3

00109;11

00110;3

00111;16

00114;2

00115;12

00116;1

00117;2

00119;3

00120;3

00121;2

00122;20

00124;3

00126;2

00127;4

00128;2

00129;5

00130;3

00131;16

00132;17

00133;8

00134;2

00135;2

00136;2

00137;28

00138;9

00139;41

00140;1

00141;1

00142;1

00143;4

00144;8

00145;9

00146;8

00147;2

00148;4

00149;4

00150;7

00151;5

00152;23

00153;11

00154;9

00155;4

00156;42

00157;43

00158;33

00159;2

00160;21

00161;62

00162;30

00163;4

00164;29

00165;20

00166;8

00167;13

00168;2

00169;30

00170;10

00171;2

00172;7

00173;19

00174;1

00176;2

00177;7

00178;1

00179;32

00180;7

00181;8

00183;4

00184;6

00185;3

00186;6

00187;3

00188;17

00189;7

00190;36

00191;17

00192;1

00194;2

00195;5

00196;1

00197;8

00199;7

06883;1

06888;1

06947;30

06953;2
