objectid,stcode11,dtcode11,sdtcode11,stname,dtname,sdtname,subdt_lgd,dist_lgd,state_lgd,st_area_sh,st_length_,remarks,ac_no,test,st_area(shape),st_length(shape),NUMPOINTS
44,"02","033","00191",HIMACHAL PRADESH,Shimla,Rohru,191,23,2,0,0,,67,45,294191366.379096,101943.3113093,161
45,"02","033","00181",HIMACHAL PRADESH,Shimla,Shimla ( Rural ),181,23,2,0,0,,64,46,509597563.68717,202488.87658173,294
46,"02","033","00180",HIMACHAL PRADESH,Shimla,Sunni,180,23,2,0,0,,64,47,330768297.725626,132909.678459292,180
47,"02","033","00184",HIMACHAL PRADESH,Shimla,Theog,184,23,2,0,0,,61,48,653977549.427974,162216.965900498,306
48,"02","032","00171",HIMACHAL PRADESH,Sirmaur,Dadahu,171,24,2,0,0,,57,49,178816231.585826,80867.0420556229,83
49,"02","032","00174",HIMACHAL PRADESH,Sirmaur,Kamrau,174,24,2,0,0,,59,50,238117139.603596,161000.712007442,139
50,"02","032","00172",HIMACHAL PRADESH,Sirmaur,Nahan,172,24,2,0,0,,56,51,393604291.498624,307531.008285508,194
51,"02","032","00168",HIMACHAL PRADESH,Sirmaur,Nohra,168,24,2,0,0,,57,52,249399184.19583,93885.341200761,104
52,"02","032","00169",HIMACHAL PRADESH,Sirmaur,Pachhad,169,24,2,0,0,,55,53,530709859.191723,128913.280964362,233
53,"02","032","00167",HIMACHAL PRADESH,Sirmaur,Rajgarh,167,24,2,0,0,,55,54,249095202.643106,115792.546621544,90
54,"02","032","06953",HIMACHAL PRADESH,Sirmaur,Haripurdhar,6953,24,2,0,0,,55,55,268589953.312153,101775.344596775,100
55,"02","032","00170",HIMACHAL PRADESH,Sirmaur,Renuka,170,24,2,0,0,,57,56,402878856.11579,123283.36087854,126
56,"02","032","00175",HIMACHAL PRADESH,Sirmaur,Shalai,175,24,2,0,0,,59,57,196203463.782804,86106.7766467934,119
57,"02","031","00158",HIMACHAL PRADESH,Solan,Arki,158,25,2,0,0,,50,58,325846208.549037,98464.1727952675,186
58,"02","031","00162",HIMACHAL PRADESH,Solan,Baddi,162,25,2,0,0,,52,59,355148337.424702,122365.823235679,175
59,"02","031","00166",HIMACHAL PRADESH,Solan,Kandaghat,166,25,2,0,0,,53,60,310595461.393422,141186.830408478,152
60,"02","031","00164",HIMACHAL PRADESH,Solan,Kasauli,164,25,2,0,0,,54,61,226256966.735056,124471.992974877,111
61,"02","031","00163",HIMACHAL PRADESH,Solan,Krishangarh,163,25,2,0,0,,52,62,155529099.865338,78654.8080162334,76
62,"02","031","00161",HIMACHAL PRADESH,Solan,Nalagarh,161,25,2,0,0,,51,63,464427727.720487,137640.67094905,137
63,"02","031","00160",HIMACHAL PRADESH,Solan,Ramshahr,160,25,2,0,0,,50,64,252332697.358783,90098.9456518009,108
64,"02","031","00165",HIMACHAL PRADESH,Solan,Solan,165,25,2,0,0,,53,65,352991203.261766,166602.332856801,250
65,"02","029","00148",HIMACHAL PRADESH,Una,Amb,148,26,2,0,0,,41,66,325101164.590052,136575.887465641,127
66,"02","029","00149",HIMACHAL PRADESH,Una,Bangana,149,26,2,0,0,,45,67,576981059.262937,152925.587974354,194
67,"02","029","06888",HIMACHAL PRADESH,Una,Ghanari,6888,26,2,0,0,,42,68,356889620.870364,141923.263128581,174
68,"02","029","00151",HIMACHAL PRADESH,Una,Haroli,151,26,2,0,0,,43,69,425355027.205893,118391.673291064,146
69,"02","029","00150",HIMACHAL PRADESH,Una,Una,150,26,2,0,0,,44,70,311570669.078993,107427.085835949,224
3311,"02","025","00114",HIMACHAL PRADESH,Lahul And Spiti,Udaipur,114,21,2,0,0,,21,3312,2575013352.57535,336950.733912354,83
3315,"02","033","00190",HIMACHAL PRADESH,Shimla,Tikar,190,23,2,0,0,,65,3316,120522398.356649,48916.0451763127,55
3316,"02","033","00182",HIMACHAL PRADESH,Shimla,Shimla (urban),182,23,2,0,0,,63,3317,23843534.1157791,31992.9919403119,96
1637,"02","032","00173",HIMACHAL PRADESH,Sirmaur,Paonta Sahib,173,24,2,0,0,,58,1638,991345360.49629,521994.768329761,326
1703,"02","034","00194",HIMACHAL PRADESH,Kinnaur,Hangrang,194,19,2,0,0,,68,1704,710980767.859941,150362.103268294,9
1704,"02","034","00196",HIMACHAL PRADESH,Kinnaur,Morang,196,19,2,0,0,,68,1705,2472611624.96808,339996.328253683,37
1705,"02","034","00195",HIMACHAL PRADESH,Kinnaur,Poo,195,19,2,0,0,,68,1706,1725480488.87984,253138.70349102,40
1706,"02","034","00199",HIMACHAL PRADESH,Kinnaur,Sangla,199,19,2,0,0,,68,1707,2003047224.49476,332565.661859714,40
2104,"02","030","00153",HIMACHAL PRADESH,Bilaspur,Bharari,153,15,2,0,0,,47,2105,127007997.382783,59711.6736565921,102
2105,"02","030","00156",HIMACHAL PRADESH,Bilaspur,Bilaspur Sadar,156,15,2,0,0,,48,2106,239599896.778301,110834.276238125,195
2106,"02","030","00152",HIMACHAL PRADESH,Bilaspur,Ghumarwin,152,15,2,0,0,,47,2107,268684425.060259,125678.17768996,210
2107,"02","030","00154",HIMACHAL PRADESH,Bilaspur,Jhanduta,154,15,2,0,0,,46,2108,451026461.534528,133856.047878842,274
2108,"02","030","00157",HIMACHAL PRADESH,Bilaspur,Namhol,157,15,2,0,0,,49,2109,145435268.839623,73200.168330759,110
2109,"02","030","00155",HIMACHAL PRADESH,Bilaspur,Naina Devi,155,15,2,0,0,,49,2110,372258807.500642,176222.465007597,166
2110,"02","024","00112",HIMACHAL PRADESH,Kangra,Baijnath,112,18,2,0,0,,20,2111,408991796.971867,128549.762319222,211
2111,"02","024","00102",HIMACHAL PRADESH,Kangra,Baroh,102,18,2,0,0,,15,2112,186926206.448473,78215.1208916529,71
2112,"02","024","06918",HIMACHAL PRADESH,Kangra,Dadasiba,6918,18,2,0,0,,11,2113,148745422.623978,111339.326798791,75
2113,"02","024","00103",HIMACHAL PRADESH,Kangra,Dera Gopipur,103,18,2,0,0,,10,2114,750875494.157101,351637.07699837,209
2114,"02","024","00099",HIMACHAL PRADESH,Kangra,Dharmsala,99,18,2,0,0,,18,2115,472916462.016989,131026.419987051,218
2115,"02","024","00109",HIMACHAL PRADESH,Kangra,Dhira,109,18,2,0,0,,14,2116,113276598.229529,71867.6339322332,57
2116,"02","024","00095",HIMACHAL PRADESH,Kangra,Fatehpur,95,18,2,0,0,,8,2117,387916345.141439,204356.794249853,134
2117,"02","024","00097",HIMACHAL PRADESH,Kangra,Harchakian,97,18,2,0,0,,17,2118,100905166.731753,86186.7841658232,53
2118,"02","024","00094",HIMACHAL PRADESH,Kangra,Indora,94,18,2,0,0,,7,2119,457911673.786638,197540.088808006,133
2119,"02","024","00110",HIMACHAL PRADESH,Kangra,Jaisinghpur,110,18,2,0,0,,13,2120,266005499.138709,115337.042399775,158
2120,"02","024","00105",HIMACHAL PRADESH,Kangra,Jaswan,105,18,2,0,0,,11,2121,154577914.887024,117012.70534472,54
2121,"02","024","00104",HIMACHAL PRADESH,Kangra,Jawalamukhi,104,18,2,0,0,,12,2122,169723465.802346,81712.8022990777,103
2122,"02","024","00096",HIMACHAL PRADESH,Kangra,Jawali,96,18,2,0,0,,9,2123,431966809.532364,177928.063485567,233
2123,"02","024","00100",HIMACHAL PRADESH,Kangra,Kangra,100,18,2,0,0,,16,2124,234611445.094114,108472.272742599,142
2124,"02","024","00107",HIMACHAL PRADESH,Kangra,Khundian,107,18,2,0,0,,12,2125,266047571.779416,93272.8457323527,115
2125,"02","024","00113",HIMACHAL PRADESH,Kangra,Multhan,113,18,2,0,0,,20,2126,1381396965.96951,199641.432345442,41
2126,"02","024","00101",HIMACHAL PRADESH,Kangra,Nagrota Bagwan,101,18,2,0,0,,15,2127,150489745.322997,83190.4681305849,126
2127,"02","024","00093",HIMACHAL PRADESH,Kangra,Nurpur,93,18,2,0,0,,6,2128,757339573.909796,182355.906621357,330
2128,"02","024","00111",HIMACHAL PRADESH,Kangra,Palampur,111,18,2,0,0,,19,2129,599965228.352191,166010.998154886,363
2129,"02","024","00106",HIMACHAL PRADESH,Kangra,Rakkar,106,18,2,0,0,,11,2130,161521317.65778,66042.9447966891,81
2130,"02","024","00098",HIMACHAL PRADESH,Kangra,Shahpur,98,18,2,0,0,,17,2131,342653196.888226,141935.634129873,134
2131,"02","024","00108",HIMACHAL PRADESH,Kangra,Thural,108,18,2,0,0,,14,2132,80357785.6255888,52041.7788250713,51
2132,"02","025","00115",HIMACHAL PRADESH,Lahul And Spiti,Lahul,115,21,2,0,0,,21,2133,6922050828.48764,553429.500586601,94
2401,"02","025","00116",HIMACHAL PRADESH,Lahul And Spiti,Spiti,116,21,2,0,0,,21,2402,10173225607.0063,737095.12164242,103
2853,"02","028","06883",HIMACHAL PRADESH,Hamirpur,Tauni Devi Bamson,6883,17,2,0,0,,36,2854,150886234.970984,92394.4322616367,62
2854,"02","028","00144",HIMACHAL PRADESH,Hamirpur,Barsar,144,17,2,0,0,,39,2855,217741373.657727,129267.420319423,126
2855,"02","028","00146",HIMACHAL PRADESH,Hamirpur,Bhoranj,146,17,2,0,0,,36,2856,182391919.207586,81967.997481476,156
2856,"02","028","00145",HIMACHAL PRADESH,Hamirpur,Dhatwal,145,17,2,0,0,,39,2857,172151135.497275,83380.4681371279,88
2857,"02","028","00142",HIMACHAL PRADESH,Hamirpur,Galore,142,17,2,0,0,,40,2858,96424986.0727195,63992.7905228346,61
2858,"02","028","00143",HIMACHAL PRADESH,Hamirpur,Hamirpur,143,17,2,0,0,,38,2859,221129086.471045,126039.594870273,179
2859,"02","028","00141",HIMACHAL PRADESH,Hamirpur,Nadaun,141,17,2,0,0,,40,2860,265946606.487307,103880.240967176,177
2860,"02","028","00140",HIMACHAL PRADESH,Hamirpur,Tira Sujanpur,140,17,2,0,0,,37,2861,238173247.055451,102588.129238037,99
3312,"02","023","00086",HIMACHAL PRADESH,Chamba,Bhalai,86,16,2,0,0,,4,3313,203740258.076928,83175.8904173657,113
3313,"02","023","00091",HIMACHAL PRADESH,Chamba,Holi,91,16,2,0,0,,2,3314,994941219.628625,161268.28754111,78
3314,"02","031","00159",HIMACHAL PRADESH,Solan,Darlaghat,159,25,2,0,0,,50,3315,202270643.407335,86580.7737271431,88
3317,"02","033","00183",HIMACHAL PRADESH,Shimla,Junga,183,23,2,0,0,,62,3318,150453511.359788,63973.2669939387,50
3318,"02","032","00176",HIMACHAL PRADESH,Sirmaur,Ronhat,176,24,2,0,0,,59,3319,134145865.398532,63052.4190067437,74
3396,"02","027","00130",HIMACHAL PRADESH,Mandi,Bhadrota,130,22,2,0,0,,35,3397,107706349.745333,58588.3206113105,70
3397,"02","029","00147",HIMACHAL PRADESH,Una,Bharwain,147,26,2,0,0,,41,3398,136135582.32308,101878.868578735,51
3430,"02","027","00135",HIMACHAL PRADESH,Mandi,Bali Chowki,135,22,2,0,0,,29,3431,269880739.531166,106340.479222635,150
