sdtcode11;road_count

00089;1

00093;1

00094;9

00096;1

00098;1

00100;3

00101;1

00102;1

00103;7

00104;1

00106;2

00111;1

00112;1

00117;1

00118;1

00119;5

00120;8

00121;9

00122;1

00123;1

00124;1

00129;5

00130;7

00132;1

00133;8

00134;2

00135;3

00137;1

00141;3

00143;4

00144;1

00146;1

00147;3

00148;8

00152;1

00153;1

00155;2

00156;3

00157;1

00158;1

00159;1

00160;1

00161;9

00162;2

00164;1

00165;1

00166;1

00172;1

00173;10

00174;6

00175;9

00176;4

00177;1

00179;5

00181;3

00182;4

00184;1

00187;7

00188;9

00195;1

00196;1

00197;1

00198;1

00199;1

06883;1

06887;1

06888;3

06947;7
