class,age,male,female
0,0 to 1,426.6,377.31
1,1 to 5,1634.6,1443.22
10,10 to 15,2313.61,2040.82
15,15 to 20,2570.52,2327.63
20,20 to 25,2923.36,2631.2
25,25 to 30,2866.86,2556.9
30,30 to 35,2891.95,2553.46
35,35 to 40,2591.39,2320.42
40,40 to 45,2257.18,2186.83
45,45 to 50,2039.74,1937.95
5,5 to 10,2082.09,1854.95
50,50 to 55,1853.1,1818.18
55,55 to 60,1625.84,1394.05
60,60 to 65,1069.17,1024.35
65,65 to 70,786.06,783.79
70,70 to 75,521.71,587.11
75,75 to 80,406.79,437.51
80,80 and over,359.58,447.48
