class,age,male,female
0,0 to 1,935.82,803.06
1,1 to 5,3585.74,3071.71
10,10 to 15,4448.31,3746.37
15,15 to 20,4970.35,4178.28
20,20 to 25,6036.87,4677.72
25,25 to 30,5758.13,4722.83
30,30 to 35,5570.63,4697.89
35,35 to 40,5076.55,4273.12
40,40 to 45,4073.89,3561.13
45,45 to 50,3421.34,3145.44
5,5 to 10,4141.14,3582.32
50,50 to 55,2908.99,2822.3
55,55 to 60,2570,2262.54
60,60 to 65,1762.91,1693.94
65,65 to 70,1266.29,1223.9
70,70 to 75,808.9,863.64
75,75 to 80,617.6,631.54
80,80 and over,604.93,718.88
