class,age,male,female
0,0 to 1,817.49,694.43
1,1 to 5,3132.33,2656.19
10,10 to 15,4238.76,3389.47
15,15 to 20,4577.39,3967.71
20,20 to 25,4308.14,4118.19
25,25 to 30,3930.37,4117.66
30,30 to 35,4072.04,4141.63
35,35 to 40,3878.76,3903.06
40,40 to 45,3459.31,3539.11
45,45 to 50,3089.66,3199.95
5,5 to 10,3856.74,3180.12
50,50 to 55,2794.16,2981.35
55,55 to 60,2621.73,2527.76
60,60 to 65,2032.76,2032.33
65,65 to 70,1565.98,1611.65
70,70 to 75,1029.23,1302.64
75,75 to 80,819.02,979.13
80,80 and over,800.64,1245.45
