class,age,male,female
0,0 to 1,214.3,199.07
1,1 to 5,821.13,761.45
10,10 to 15,1112.3,1023.88
15,15 to 20,1260.28,1164.57
20,20 to 25,1381.03,1239.02
25,25 to 30,1318.45,1129.18
30,30 to 35,1266.54,1106.61
35,35 to 40,1118.59,996.3
40,40 to 45,932.93,903.24
45,45 to 50,834.51,804.81
5,5 to 10,990.19,916.42
50,50 to 55,724.62,736.87
55,55 to 60,683.31,581.74
60,60 to 65,456.32,438.45
65,65 to 70,332,317.8
70,70 to 75,212.57,236.77
75,75 to 80,154.44,171.6
80,80 and over,142.46,189.34
