class,age,male,female
0,0 to 1,588.41,522.11
1,1 to 5,2254.59,1997.06
10,10 to 15,3220.42,2838.61
15,15 to 20,3612.8,3249.92
20,20 to 25,4208.68,3710.28
25,25 to 30,4119.52,3578.63
30,30 to 35,4090.47,3520.86
35,35 to 40,3662.67,3201.44
40,40 to 45,3224.78,3035.15
45,45 to 50,2893.47,2671.47
5,5 to 10,2902.12,2583.04
50,50 to 55,2626.74,2485.66
55,55 to 60,2273.27,1873.3
60,60 to 65,1462.14,1370.08
65,65 to 70,1074.9,1052.68
70,70 to 75,714.57,774.35
75,75 to 80,544.08,560.47
80,80 and over,469.71,540.93
