class,age,male,female
0,0 to 1,322.52,273.28
1,1 to 5,1235.77,1045.3
10,10 to 15,1637.01,1323.33
15,15 to 20,1751.18,1555.75
20,20 to 25,1644.35,1711.87
25,25 to 30,1560.1,1731.48
30,30 to 35,1663.97,1774.47
35,35 to 40,1536.52,1629.24
40,40 to 45,1314.27,1496.95
45,45 to 50,1289.34,1411.91
5,5 to 10,1489.13,1229.6
50,50 to 55,1169.62,1351.45
55,55 to 60,1157.01,1151.44
60,60 to 65,873.06,867.08
65,65 to 70,680.36,684.32
70,70 to 75,436.03,535.73
75,75 to 80,331.28,409.93
80,80 and over,309.6,458
