class,age,male,female
0,0 to 1,1184.22,1017.21
1,1 to 5,4537.49,3890.82
10,10 to 15,5618.52,4743.53
15,15 to 20,6295.02,5299.67
20,20 to 25,7662.88,5929.68
25,25 to 30,7291.05,5975.3
30,30 to 35,7058.53,5948.54
35,35 to 40,6437.42,5414.27
40,40 to 45,5157.17,4509.47
45,45 to 50,4331.92,3993.62
5,5 to 10,5228.92,4532.95
50,50 to 55,3689.59,3578.26
55,55 to 60,3254.58,2864.58
60,60 to 65,2219.77,2129.84
65,65 to 70,1589.5,1543.62
70,70 to 75,1020,1093.86
75,75 to 80,781.95,801.58
80,80 and over,769.18,915.12
