class,age,male,female
0,0 to 1,493.83,429.77
1,1 to 5,1892.15,1643.87
10,10 to 15,2406.38,2050.44
15,15 to 20,2555.74,2323.73
20,20 to 25,2744.84,2585.01
25,25 to 30,2628.73,2512.66
30,30 to 35,2790.83,2617.09
35,35 to 40,2518.45,2414.14
40,40 to 45,2111.07,2257.41
45,45 to 50,1967.17,2052.84
5,5 to 10,2180.02,1856.44
50,50 to 55,1806.18,2016.37
55,55 to 60,1709.06,1630.34
60,60 to 65,1269.88,1293.93
65,65 to 70,905.77,987.42
70,70 to 75,630.17,821.29
75,75 to 80,490.65,641.59
80,80 and over,607.05,899.51
