class,age,male,female
0,0 to 1,506.64,444.78
1,1 to 5,1941.25,1701.28
10,10 to 15,2574.09,2283.43
15,15 to 20,2723.95,2533.31
20,20 to 25,2711.3,2668.59
25,25 to 30,2631.56,2633.35
30,30 to 35,2816.83,2758.97
35,35 to 40,2536.08,2502.01
40,40 to 45,2085.61,2288.05
45,45 to 50,1925.58,2079.12
5,5 to 10,2334.46,2076.34
50,50 to 55,1766.65,2018.12
55,55 to 60,1641.46,1652.02
60,60 to 65,1210.03,1246.02
65,65 to 70,881.32,928.33
70,70 to 75,582.11,737.93
75,75 to 80,480.03,588.38
80,80 and over,462.59,697.77
