class,age,male,female
0,0 to 1,181.76,168.83
1,1 to 5,696.44,645.79
10,10 to 15,943.16,868.5
15,15 to 20,1068.39,987.16
20,20 to 25,1173.38,1050.77
25,25 to 30,1121.39,958.39
30,30 to 35,1076.84,939.3
35,35 to 40,951.2,845.74
40,40 to 45,793.65,766.82
45,45 to 50,709.44,683.48
5,5 to 10,840.02,777.43
50,50 to 55,615.6,625.61
55,55 to 60,580.06,493.84
60,60 to 65,387.34,372.39
65,65 to 70,281.82,270.02
70,70 to 75,180.5,201.28
75,75 to 80,131.31,146.13
80,80 and over,121.14,161.23
