class,age,male,female
0,0 to 1,475.18,438.5
1,1 to 5,1820.73,1677.25
10,10 to 15,2333.78,2152.74
15,15 to 20,2366.76,2283.39
20,20 to 25,2388.8,2327.68
25,25 to 30,2222.59,2056.43
30,30 to 35,2132.55,1943.79
35,35 to 40,1794.72,1704.9
40,40 to 45,1578.4,1678.69
45,45 to 50,1437.22,1466.55
5,5 to 10,2219.15,2002.72
50,50 to 55,1275.61,1396.42
55,55 to 60,1166.2,1079.08
60,60 to 65,800.4,812.75
65,65 to 70,605.21,623.93
70,70 to 75,371.78,444.38
75,75 to 80,255.57,296.92
80,80 and over,234.32,317.17
