class,age,male,female
0,0 to 1,1001.79,859.91
1,1 to 5,3838.51,3289.16
10,10 to 15,5085.03,4257.31
15,15 to 20,5417.75,4895.71
20,20 to 25,5204.56,5300.96
25,25 to 30,4984.82,5313.87
30,30 to 35,5321.45,5486.8
35,35 to 40,4863.8,5013.74
40,40 to 45,4097.42,4599.93
45,45 to 50,3934.61,4281.57
5,5 to 10,4620.24,3922.81
50,50 to 55,3581.54,4117.11
55,55 to 60,3465.87,3457.37
60,60 to 65,2592.22,2603.83
65,65 to 70,1974.54,2014.73
70,70 to 75,1277.77,1583.05
75,75 to 80,997.87,1228.93
80,80 and over,940.8,1396.84
