class,age,male,female
0,0 to 1,488.6,437.31
1,1 to 5,1872.14,1672.7
10,10 to 15,2376.82,2107.28
15,15 to 20,2558.51,2305.65
20,20 to 25,2671.75,2345.56
25,25 to 30,2449.04,2130.59
30,30 to 35,2319.34,1998.34
35,35 to 40,2088.6,1818.7
40,40 to 45,1771.76,1671.61
45,45 to 50,1522.9,1460.75
5,5 to 10,2240.85,1951.08
50,50 to 55,1415.87,1374.91
55,55 to 60,1218.06,1064.02
60,60 to 65,897.59,827.14
65,65 to 70,631.08,593.18
70,70 to 75,420.55,435.47
75,75 to 80,276.74,278.63
80,80 and over,254.48,265.86
