class,age,male,female
0,0 to 1,196.91,176.88
1,1 to 5,754.49,676.55
10,10 to 15,957.55,853.07
15,15 to 20,1028.27,929.54
20,20 to 25,1073,942.16
25,25 to 30,981.53,854.7
30,30 to 35,931.26,801.9
35,35 to 40,839.29,729.86
40,40 to 45,711.29,670.16
45,45 to 50,609.63,585.52
5,5 to 10,903.13,789.32
50,50 to 55,568.86,552.22
55,55 to 60,489.01,426.06
60,60 to 65,358.39,329.2
65,65 to 70,251.88,236.48
70,70 to 75,168.29,174.13
75,75 to 80,110.61,110.97
80,80 and over,101.62,105.28
