class,age,male,female
0,0 to 1,490.53,425.12
1,1 to 5,1879.53,1626.09
10,10 to 15,2421.15,2033.37
15,15 to 20,2608.72,2338.5
20,20 to 25,2781.51,2589.77
25,25 to 30,2640.36,2500.67
30,30 to 35,2756.54,2579.03
35,35 to 40,2492.89,2383.09
40,40 to 45,2108.71,2240.33
45,45 to 50,1978.15,2035.66
5,5 to 10,2179.33,1842.36
50,50 to 55,1803.18,1974.56
55,55 to 60,1687.68,1585.49
60,60 to 65,1249.73,1280.63
65,65 to 70,915.6,982.31
70,70 to 75,630.12,799.11
75,75 to 80,484.29,618.59
80,80 and over,590.7,857.72
