class,age,male,female
0,0 to 1,427.52,378.95
1,1 to 5,1638.11,1449.48
10,10 to 15,2361.99,2080.38
15,15 to 20,2657.41,2389.78
20,20 to 25,3117.35,2749.12
25,25 to 30,3063.51,2661.09
30,30 to 35,3049.63,2625.08
35,35 to 40,2729.7,2386.86
40,40 to 45,2408.32,2266.71
45,45 to 50,2166.1,1995.91
5,5 to 10,2121.25,1890.68
50,50 to 55,1963.62,1855.74
55,55 to 60,1699.99,1396.87
60,60 to 65,1085.93,1018.95
65,65 to 70,800.32,785.69
70,70 to 75,531.81,577.83
75,75 to 80,408.08,420.93
80,80 and over,351.12,406.54
