class,age,male,female
0,0 to 1,319.66,287.13
1,1 to 5,1224.81,1098.29
10,10 to 15,1554.46,1384.84
15,15 to 20,1669.26,1508.98
20,20 to 25,1741.88,1529.48
25,25 to 30,1593.38,1387.49
30,30 to 35,1511.78,1301.78
35,35 to 40,1362.47,1184.83
40,40 to 45,1154.69,1087.92
45,45 to 50,989.65,950.52
5,5 to 10,1466.11,1281.35
50,50 to 55,923.47,896.45
55,55 to 60,793.85,691.64
60,60 to 65,581.8,534.4
65,65 to 70,408.89,383.9
70,70 to 75,273.19,282.67
75,75 to 80,179.56,180.14
80,80 and over,164.96,170.91
