class,age,male,female
0,0 to 1,326.62,286.74
1,1 to 5,1251.49,1096.79
10,10 to 15,1659.48,1472.09
15,15 to 20,1756.09,1633.19
20,20 to 25,1747.93,1720.4
25,25 to 30,1696.53,1697.68
30,30 to 35,1815.97,1778.67
35,35 to 40,1634.97,1613.01
40,40 to 45,1344.56,1475.07
45,45 to 50,1241.39,1340.38
5,5 to 10,1504.99,1338.59
50,50 to 55,1138.93,1301.05
55,55 to 60,1058.22,1065.03
60,60 to 65,780.09,803.29
65,65 to 70,568.18,598.48
70,70 to 75,375.28,475.73
75,75 to 80,309.47,379.32
80,80 and over,298.23,449.84
