class,age,male,female
0,0 to 1,1466.93,1242.61
1,1 to 5,5620.73,4753
10,10 to 15,7441.92,6015.9
15,15 to 20,7959.91,7072.77
20,20 to 25,7488.56,7782.72
25,25 to 30,7114.3,7871.49
30,30 to 35,7582.09,8060.87
35,35 to 40,6994.41,7397.79
40,40 to 45,5977.39,6799.68
45,45 to 50,5868.96,6413.67
5,5 to 10,6769,5589.5
50,50 to 55,5319.13,6135.78
55,55 to 60,5261.29,5224
60,60 to 65,3964.61,3931.25
65,65 to 70,3087.46,3101.69
70,70 to 75,1978.26,2422.87
75,75 to 80,1502.37,1854.93
80,80 and over,1399.69,2059.87
