class,age,male,female
0,0 to 1,748.34,635.96
1,1 to 5,2867.37,2432.53
10,10 to 15,3870.83,3100.36
15,15 to 20,4163.02,3615.6
20,20 to 25,3913.13,3749.94
25,25 to 30,3576.36,3761.93
30,30 to 35,3721.06,3791.25
35,35 to 40,3549.42,3574.01
40,40 to 45,3161.47,3228.66
45,45 to 50,2811.63,2917.77
5,5 to 10,3527.86,2911.7
50,50 to 55,2542.99,2722.13
55,55 to 60,2391.43,2316.76
60,60 to 65,1858.58,1853.55
65,65 to 70,1424.33,1470.66
70,70 to 75,937.67,1196.23
75,75 to 80,749.66,900.75
80,80 and over,731.06,1147.08
