class,age,male,female
0,0 to 1,538.24,478.15
1,1 to 5,2062.33,1828.9
10,10 to 15,2962.46,2617.58
15,15 to 20,3332.6,2999.63
20,20 to 25,3924.85,3444.81
25,25 to 30,3863.72,3333.83
30,30 to 35,3835.82,3288.72
35,35 to 40,3432.73,2989.61
40,40 to 45,3023.95,2834.47
45,45 to 50,2714.54,2499.26
5,5 to 10,2663.2,2377.9
50,50 to 55,2452.05,2320.5
55,55 to 60,2126.29,1749.56
60,60 to 65,1359.85,1279.25
65,65 to 70,1001.86,984.97
70,70 to 75,665.34,725.94
75,75 to 80,511.07,531.22
80,80 and over,441.39,516.71
