class,age,male,female
0,0 to 1,357.42,304.89
1,1 to 5,1369.51,1166.2
10,10 to 15,1828.8,1486.42
15,15 to 20,1959.22,1740.5
20,20 to 25,1791.28,1909.7
25,25 to 30,1665.94,1930.57
30,30 to 35,1799.63,2004
35,35 to 40,1685.78,1851.43
40,40 to 45,1458.83,1690.86
45,45 to 50,1407.63,1590.68
5,5 to 10,1665.8,1380.61
50,50 to 55,1296.33,1535.97
55,55 to 60,1279.94,1320.26
60,60 to 65,985.59,1004.27
65,65 to 70,773.62,794.07
70,70 to 75,498.05,642.48
75,75 to 80,382.37,488.71
80,80 and over,374.54,595.68
