class,age,male,female
0,0 to 1,855.7,751.94
1,1 to 5,3278.72,2876.17
10,10 to 15,4349.12,3860.47
15,15 to 20,4607.78,4284.8
20,20 to 25,4594.69,4514.42
25,25 to 30,4458.12,4448.66
30,30 to 35,4762.48,4655.86
35,35 to 40,4286.39,4221.76
40,40 to 45,3525.87,3860.21
45,45 to 50,3253.56,3506.67
5,5 to 10,3943.01,3509.4
50,50 to 55,2982.33,3400.88
55,55 to 60,2771.65,2782.53
60,60 to 65,2040.06,2098.67
65,65 to 70,1485.85,1563
70,70 to 75,980.95,1241.39
75,75 to 80,807.56,988.67
80,80 and over,777.81,1171.57
