class,age,male,female
0,0 to 1,494.24,433.68
1,1 to 5,1893.75,1658.83
10,10 to 15,2512.77,2223.9
15,15 to 20,2660.28,2470.63
20,20 to 25,2637.53,2605.39
25,25 to 30,2554.42,2572.85
30,30 to 35,2736.7,2696.73
35,35 to 40,2468.42,2447.9
40,40 to 45,2034.24,2237.7
45,45 to 50,1878.89,2035.4
5,5 to 10,2279.31,2023.4
50,50 to 55,1725.52,1976.35
55,55 to 60,1606.2,1621.43
60,60 to 65,1187.3,1224.06
65,65 to 70,867.59,914.14
70,70 to 75,572.64,728.68
75,75 to 80,471.27,579.68
80,80 and over,455.68,691.75
