class,age,male,female
0,0 to 1,277.16,234.78
1,1 to 5,1061.99,898.04
10,10 to 15,1406.09,1136.65
15,15 to 20,1503.96,1336.34
20,20 to 25,1414.9,1470.48
25,25 to 30,1344.19,1487.25
30,30 to 35,1432.57,1523.04
35,35 to 40,1321.54,1397.75
40,40 to 45,1129.38,1284.74
45,45 to 50,1108.89,1211.81
5,5 to 10,1278.95,1056.09
50,50 to 55,1005.01,1159.31
55,55 to 60,994.08,987.03
60,60 to 65,749.08,742.78
65,65 to 70,583.35,586.04
70,70 to 75,373.78,457.78
75,75 to 80,283.86,350.47
80,80 and over,264.46,389.2
