class,age,male,female
0,0 to 1,699.35,647.22
1,1 to 5,2679.66,2475.62
10,10 to 15,3430.79,3177.53
15,15 to 20,3474.62,3361.79
20,20 to 25,3515.86,3426.51
25,25 to 30,3274.42,3028.16
30,30 to 35,3145.29,2864.86
35,35 to 40,2644.67,2508.8
40,40 to 45,2325.82,2471.53
45,45 to 50,2116.67,2159.71
5,5 to 10,3265.46,2955.98
50,50 to 55,1879.67,2062.35
55,55 to 60,1721.08,1591.81
60,60 to 65,1175.39,1192.06
65,65 to 70,883.93,915.16
70,70 to 75,543.53,654.87
75,75 to 80,376.87,439.35
80,80 and over,343.77,466.78
