class,age,male,female
0,0 to 1,1435.63,1209.81
1,1 to 5,5500.82,4627.54
10,10 to 15,7315.58,5874.08
15,15 to 20,7876.42,6935.56
20,20 to 25,7423.93,7611.48
25,25 to 30,7044.93,7668.38
30,30 to 35,7430.46,7807.92
35,35 to 40,6842.41,7176.91
40,40 to 45,5862.97,6603.63
45,45 to 50,5730,6204.28
5,5 to 10,6649.3,5455.25
50,50 to 55,5171.14,5901.91
55,55 to 60,5076.05,5023.24
60,60 to 65,3851.71,3836.96
65,65 to 70,3026.8,3020.45
70,70 to 75,1932.4,2333.56
75,75 to 80,1447.99,1774.68
80,80 and over,1365.11,1984.48
