class,age,male,female
0,0 to 1,477.37,409.97
1,1 to 5,1829.1,1568.12
10,10 to 15,2265.87,1911.98
15,15 to 20,2534.07,2132.72
20,20 to 25,3081.94,2386.42
25,25 to 30,2936.28,2406.97
30,30 to 35,2841.83,2394.98
35,35 to 40,2590.57,2178.91
40,40 to 45,2076.62,1814.69
45,45 to 50,1742.99,1604.68
5,5 to 10,2109.98,1827.78
50,50 to 55,1483.65,1439.26
55,55 to 60,1309.75,1153.12
60,60 to 65,895.93,859.54
65,65 to 70,641.68,621.59
70,70 to 75,410.92,439.73
75,75 to 80,314.31,321.74
80,80 and over,308.32,366.4
