class,age,male,female
0,0 to 1,203.26,176.59
1,1 to 5,778.81,675.47
10,10 to 15,986.22,838.53
15,15 to 20,1053.78,949.36
20,20 to 25,1151.73,1058.53
25,25 to 30,1101.75,1032.58
30,30 to 35,1156.36,1070.06
35,35 to 40,1044.87,986.16
40,40 to 45,871.64,911.99
45,45 to 50,803.24,827.3
5,5 to 10,896.14,763.69
50,50 to 55,731.99,806.29
55,55 to 60,688.45,651.17
60,60 to 65,507.82,514.72
65,65 to 70,362.06,391.46
70,70 to 75,250.61,322.37
75,75 to 80,194.6,250.68
80,80 and over,238.47,348.92
