class,age,male,female
0,0 to 1,321.16,281.87
1,1 to 5,1230.56,1078.15
10,10 to 15,1631.7,1446.45
15,15 to 20,1726.83,1605.41
20,20 to 25,1718.07,1691.71
25,25 to 30,1667.28,1669.7
30,30 to 35,1784.61,1749.03
35,35 to 40,1607.03,1586.29
40,40 to 45,1321.96,1450.69
45,45 to 50,1221.12,1318.62
5,5 to 10,1479.83,1315.47
50,50 to 55,1120.22,1279.78
55,55 to 60,1041.39,1047.97
60,60 to 65,767.82,790.4
65,65 to 70,559.58,589.17
70,70 to 75,369.5,468.26
75,75 to 80,304.48,373.23
80,80 and over,293.34,442.39
