class,age,male,female
0,0 to 1,377.4,324.84
1,1 to 5,1446.05,1242.52
10,10 to 15,1967,1590.43
15,15 to 20,2118.51,1866.02
20,20 to 25,1796.37,2050.63
25,25 to 30,1576.88,2079.58
30,30 to 35,1761.31,2213.35
35,35 to 40,1720.62,2077.26
40,40 to 45,1543.38,1873.8
45,45 to 50,1447.27,1763.65
5,5 to 10,1798.11,1482.17
50,50 to 55,1379.05,1731.92
55,55 to 60,1370.37,1526.12
60,60 to 65,1108.24,1184.8
65,65 to 70,891.89,947.99
70,70 to 75,577.27,814.59
75,75 to 80,447.4,609.71
80,80 and over,477.48,852.18
