class,age,male,female
0,0 to 1,425.48,366.22
1,1 to 5,1630.29,1400.8
10,10 to 15,2217.93,1793.13
15,15 to 20,2388.83,2104
20,20 to 25,2024.53,2312.08
25,25 to 30,1776.76,2344.92
30,30 to 35,1984.83,2495.87
35,35 to 40,1939.36,2342.47
40,40 to 45,1739.85,2112.89
45,45 to 50,1631.53,1988.82
5,5 to 10,2027.53,1671.18
50,50 to 55,1554.75,1953.04
55,55 to 60,1545.12,1721.24
60,60 to 65,1249.77,1336.21
65,65 to 70,1005.99,1069.22
70,70 to 75,651.04,918.82
75,75 to 80,504.57,687.68
80,80 and over,538.33,961.13
