class,age,male,female
0,0 to 1,543.7,477.45
1,1 to 5,2083.25,1826.24
10,10 to 15,2768.73,2455.64
15,15 to 20,2935.3,2727.14
20,20 to 25,2937.58,2880.53
25,25 to 30,2852.43,2840.66
30,30 to 35,3045.44,2970.66
35,35 to 40,2741.35,2694.19
40,40 to 45,2259.88,2466.58
45,45 to 50,2084.53,2239.21
5,5 to 10,2510.25,2232.88
50,50 to 55,1911.64,2170.74
55,55 to 60,1772.04,1772.85
60,60 to 65,1300.65,1335.98
65,65 to 70,947.64,996.23
70,70 to 75,626.01,790.34
75,75 to 80,515.19,628.82
80,80 and over,495.07,742.64
