class,age,male,female
0,0 to 1,1143.82,1004.17
1,1 to 5,4382.7,3840.93
10,10 to 15,5811.45,5155.23
15,15 to 20,6149.78,5719.37
20,20 to 25,6121.21,6024.79
25,25 to 30,5941.19,5945.23
30,30 to 35,6359.47,6228.84
35,35 to 40,5725.64,5648.72
40,40 to 45,4708.62,5165.65
45,45 to 50,4347.31,4693.96
5,5 to 10,5270.43,4687.69
50,50 to 55,3988.51,4556.25
55,55 to 60,3705.87,3729.72
60,60 to 65,2731.85,2813.09
65,65 to 70,1989.74,2095.85
70,70 to 75,1314.21,1666
75,75 to 80,1083.74,1328.36
80,80 and over,1044.38,1575.34
