class,age,male,female
0,0 to 1,543.63,462.53
1,1 to 5,2082.99,1769.19
10,10 to 15,2812.05,2255.13
15,15 to 20,3024.33,2630.44
20,20 to 25,2825.39,2742.26
25,25 to 30,2576.4,2752.59
30,30 to 35,2694.11,2787.49
35,35 to 40,2572.8,2626.3
40,40 to 45,2291.5,2372.99
45,45 to 50,2046.72,2152.1
5,5 to 10,2563.34,2115.99
50,50 to 55,1858.95,2018.08
55,55 to 60,1756.11,1722.28
60,60 to 65,1368.9,1374.02
65,65 to 70,1052.94,1090.66
70,70 to 75,692.48,892.03
75,75 to 80,552,671.52
80,80 and over,544.09,864.26
