class,age,male,female
0,0 to 1,476.27,403.44
1,1 to 5,1824.89,1543.17
10,10 to 15,2416.18,1953.19
15,15 to 20,2584.36,2296.33
20,20 to 25,2431.33,2526.83
25,25 to 30,2309.81,2555.65
30,30 to 35,2461.69,2617.14
35,35 to 40,2270.89,2401.85
40,40 to 45,1940.69,2207.67
45,45 to 50,1905.49,2082.34
5,5 to 10,2197.7,1814.76
50,50 to 55,1726.97,1992.12
55,55 to 60,1708.19,1696.09
60,60 to 65,1287.2,1276.37
65,65 to 70,1002.41,1007.03
70,70 to 75,642.29,786.64
75,75 to 80,487.78,602.24
80,80 and over,454.44,668.78
