class,age,male,female
0,0 to 1,173.47,160.78
1,1 to 5,664.66,614.98
10,10 to 15,841.03,848.19
15,15 to 20,900.61,815.63
20,20 to 25,1540.65,962.51
25,25 to 30,1720.86,1032.98
30,30 to 35,1559.31,1026.6
35,35 to 40,1407.77,938.25
40,40 to 45,1234.2,860.69
45,45 to 50,1000.22,816.84
5,5 to 10,833.18,774.05
50,50 to 55,770.99,708.59
55,55 to 60,642.95,550.92
60,60 to 65,425.52,458.09
65,65 to 70,310.34,352.07
70,70 to 75,210.21,285.56
75,75 to 80,187,260.92
80,80 and over,178.93,289.26
