class,age,male,female
0,0 to 1,394.28,366.28
1,1 to 5,1510.76,1401.01
10,10 to 15,2046.41,1883.85
15,15 to 20,2318.75,2142.62
20,20 to 25,2540.97,2279.53
25,25 to 30,2425.89,2077.53
30,30 to 35,2330.38,2036.01
35,35 to 40,2058.11,1833
40,40 to 45,1716.53,1661.78
45,45 to 50,1535.42,1480.71
5,5 to 10,1821.81,1686.14
50,50 to 55,1333.19,1355.81
55,55 to 60,1257.23,1070.4
60,60 to 65,839.61,806.75
65,65 to 70,610.83,584.74
70,70 to 75,391.09,435.71
75,75 to 80,284.21,315.83
80,80 and over,262.18,348.47
